序号,功能码,地址,名字,数据类型,倍率,偏移,单位
606.0,4,4050,单体SOH51,UINT16,1.0,0.0,%
607.0,4,4051,单体SOH52,UINT16,1.0,0.0,%
608.0,4,4052,单体SOH53,UINT16,1.0,0.0,%
609.0,4,4053,单体SOH54,UINT16,1.0,0.0,%
610.0,4,4054,单体SOH55,UINT16,1.0,0.0,%
611.0,4,4055,单体SOH56,UINT16,1.0,0.0,%
612.0,4,4056,单体SOH57,UINT16,1.0,0.0,%
613.0,4,4057,单体SOH58,UINT16,1.0,0.0,%
614.0,4,4058,单体SOH59,UINT16,1.0,0.0,%
615.0,4,4059,单体SOH60,UINT16,1.0,0.0,%
616.0,4,4060,单体SOH61,UINT16,1.0,0.0,%
617.0,4,4061,单体SOH62,UINT16,1.0,0.0,%
618.0,4,4062,单体SOH63,UINT16,1.0,0.0,%
619.0,4,4063,单体SOH64,UINT16,1.0,0.0,%
620.0,4,4064,单体SOH65,UINT16,1.0,0.0,%
621.0,4,4065,单体SOH66,UINT16,1.0,0.0,%
622.0,4,4066,单体SOH67,UINT16,1.0,0.0,%
623.0,4,4067,单体SOH68,UINT16,1.0,0.0,%
624.0,4,4068,单体SOH69,UINT16,1.0,0.0,%
625.0,4,4069,单体SOH70,UINT16,1.0,0.0,%
626.0,4,4070,单体SOH71,UINT16,1.0,0.0,%
627.0,4,4071,单体SOH72,UINT16,1.0,0.0,%
628.0,4,4072,单体SOH73,UINT16,1.0,0.0,%
629.0,4,4073,单体SOH74,UINT16,1.0,0.0,%
630.0,4,4074,单体SOH75,UINT16,1.0,0.0,%
631.0,4,4075,单体SOH76,UINT16,1.0,0.0,%
632.0,4,4076,单体SOH77,UINT16,1.0,0.0,%
633.0,4,4077,单体SOH78,UINT16,1.0,0.0,%
634.0,4,4078,单体SOH79,UINT16,1.0,0.0,%
635.0,4,4079,单体SOH80,UINT16,1.0,0.0,%
636.0,4,4080,单体SOH81,UINT16,1.0,0.0,%
637.0,4,4081,单体SOH82,UINT16,1.0,0.0,%
638.0,4,4082,单体SOH83,UINT16,1.0,0.0,%
639.0,4,4083,单体SOH84,UINT16,1.0,0.0,%
640.0,4,4084,单体SOH85,UINT16,1.0,0.0,%
641.0,4,4085,单体SOH86,UINT16,1.0,0.0,%
642.0,4,4086,单体SOH87,UINT16,1.0,0.0,%
643.0,4,4087,单体SOH88,UINT16,1.0,0.0,%
644.0,4,4088,单体SOH89,UINT16,1.0,0.0,%
645.0,4,4089,单体SOH90,UINT16,1.0,0.0,%
646.0,4,4090,单体SOH91,UINT16,1.0,0.0,%
647.0,4,4091,单体SOH92,UINT16,1.0,0.0,%
648.0,4,4092,单体SOH93,UINT16,1.0,0.0,%
649.0,4,4093,单体SOH94,UINT16,1.0,0.0,%
650.0,4,4094,单体SOH95,UINT16,1.0,0.0,%
651.0,4,4095,单体SOH96,UINT16,1.0,0.0,%
652.0,4,4096,单体SOH97,UINT16,1.0,0.0,%
653.0,4,4097,单体SOH98,UINT16,1.0,0.0,%
654.0,4,4098,单体SOH99,UINT16,1.0,0.0,%
655.0,4,4099,单体SOH100,UINT16,1.0,0.0,%
656.0,4,4100,单体SOH101,UINT16,1.0,0.0,%
657.0,4,4101,单体SOH102,UINT16,1.0,0.0,%
658.0,4,4102,单体SOH103,UINT16,1.0,0.0,%
659.0,4,4103,单体SOH104,UINT16,1.0,0.0,%
660.0,4,4104,单体SOH105,UINT16,1.0,0.0,%
661.0,4,4105,单体SOH106,UINT16,1.0,0.0,%
662.0,4,4106,单体SOH107,UINT16,1.0,0.0,%
663.0,4,4107,单体SOH108,UINT16,1.0,0.0,%
664.0,4,4108,单体SOH109,UINT16,1.0,0.0,%
665.0,4,4109,单体SOH110,UINT16,1.0,0.0,%
666.0,4,4110,单体SOH111,UINT16,1.0,0.0,%
667.0,4,4111,单体SOH112,UINT16,1.0,0.0,%
668.0,4,4112,单体SOH113,UINT16,1.0,0.0,%
669.0,4,4113,单体SOH114,UINT16,1.0,0.0,%
670.0,4,4114,单体SOH115,UINT16,1.0,0.0,%
671.0,4,4115,单体SOH116,UINT16,1.0,0.0,%
672.0,4,4116,单体SOH117,UINT16,1.0,0.0,%
673.0,4,4117,单体SOH118,UINT16,1.0,0.0,%
674.0,4,4118,单体SOH119,UINT16,1.0,0.0,%
675.0,4,4119,单体SOH120,UINT16,1.0,0.0,%
676.0,4,4120,单体SOH121,UINT16,1.0,0.0,%
677.0,4,4121,单体SOH122,UINT16,1.0,0.0,%
678.0,4,4122,单体SOH123,UINT16,1.0,0.0,%
679.0,4,4123,单体SOH124,UINT16,1.0,0.0,%
680.0,4,4124,单体SOH125,UINT16,1.0,0.0,%
681.0,4,4125,单体SOH126,UINT16,1.0,0.0,%
682.0,4,4126,单体SOH127,UINT16,1.0,0.0,%
683.0,4,4127,单体SOH128,UINT16,1.0,0.0,%
684.0,4,4128,单体SOH129,UINT16,1.0,0.0,%
685.0,4,4129,单体SOH130,UINT16,1.0,0.0,%
686.0,4,4130,单体SOH131,UINT16,1.0,0.0,%
687.0,4,4131,单体SOH132,UINT16,1.0,0.0,%
688.0,4,4132,单体SOH133,UINT16,1.0,0.0,%
689.0,4,4133,单体SOH134,UINT16,1.0,0.0,%
690.0,4,4134,单体SOH135,UINT16,1.0,0.0,%
691.0,4,4135,单体SOH136,UINT16,1.0,0.0,%
692.0,4,4136,单体SOH137,UINT16,1.0,0.0,%
693.0,4,4137,单体SOH138,UINT16,1.0,0.0,%
694.0,4,4138,单体SOH139,UINT16,1.0,0.0,%
695.0,4,4139,单体SOH140,UINT16,1.0,0.0,%
696.0,4,4140,单体SOH141,UINT16,1.0,0.0,%
697.0,4,4141,单体SOH142,UINT16,1.0,0.0,%
698.0,4,4142,单体SOH143,UINT16,1.0,0.0,%
699.0,4,4143,单体SOH144,UINT16,1.0,0.0,%
,na,0,组端过压1级报警,1,,,
,na,1,组端过压2级报警,2,,,
,na,2,组端过压3级报警,3,,,
,na,3,组端欠压1级报警,1,,,
,na,4,组端欠压2级报警,2,,,
,na,5,组端欠压3级报警,3,,,
,na,6,组端放电过流1级报警,1,,,
,na,7,组端放电过流2级报警,2,,,
,na,8,组端放电过流3级报警,3,,,
,na,9,组端充电过流1级报警,1,,,
,na,10,组端充电过流2级报警,2,,,
,na,11,组端充电过流3级报警,3,,,
,na,12,组端绝缘1级报警,1,,,
,na,13,组端绝缘2级报警,2,,,
,na,14,组端绝缘3级报警,3,,,
,na,15,单体电池过温1级报警,1,,,
,na,16,单体电池过温2级报警,2,,,
,na,17,单体电池过温3级报警,3,,,
,na,18,单体电池欠温1级报警,1,,,
,na,19,单体电池欠温2级报警,2,,,
,na,20,单体电池欠温3级报警,3,,,
,na,21,单体电压过压1级报警,1,,,
,na,22,单体电压过压2级报警,1,,,
,na,23,单体电压过压3级报警,3,,,
,na,24,单体电压欠压1级报警,1,,,
,na,25,单体电压欠压2级报警,1,,,
,na,26,单体电压欠压3级报警,3,,,
,na,27,单体压差过高1级报警,1,,,
,na,28,单体压差过高2级报警,2,,,
,na,29,单体压差过高3级报警,3,,,
,na,30,单体温差过高1级报警,1,,,
,na,31,单体温差过高2级报警,2,,,
,na,32,单体温差过高3级报警,3,,,
,na,33,SOC过低1级告警,1,,,
,na,34,SOC过低2级告警,2,,,
,na,35,SOC过低3级告警,3,,,
,na,36,动力插箱温度过高1级报警,1,,,
,na,37,动力插箱温度过高2级报警,2,,,
,na,38,动力插箱温度过高3级报警,3,,,
,na,39,电池模组过压1级报警,1,,,
,na,40,电池模组过压2级报警,2,,,
,na,41,电池模组过压3级报警,3,,,
,na,42,电池模组欠压1级报警,1,,,
,na,43,电池模组欠压2级报警,2,,,
,na,44,电池模组欠压3级报警,3,,,
,na,45,DI1故障,3,,,
,na,46,DI2故障,3,,,
,na,47,DI3故障,3,,,
,na,48,DI4故障,3,,,
,na,49,DI5故障,3,,,
,na,50,DI6故障,3,,,
,na,51,DI7故障,3,,,
,na,52,DI8故障,3,,,
,na,53,主从内网通讯失联,3,,,
,na,54,单体电压采集故障,3,,,
,na,55,单体温度采集故障,3,,,
,na,56,显控检测故障,3,,,
,na,57,簇间压差大,3,,,
,na,58,簇间跳机故障,3,,,
,na,59,电池极限故障,3,,,
,na,60,项目软件版本参数不一致,3,,,
,na,61,与PCS通讯故障,3,,,
,na,62,PC强控调试模式,3,,,
,na,63,CAN霍尔传感器故障,3,,,
,na,64,CAN霍尔传感器通讯故障,3,,,
,na,65,硬件自检异常,3,,,
,na,66,单体电压线束故障,3,,,
,na,67,均衡故障,1,,,
,na,68,EMS通讯故障,1,,,
,na,69,与三级BMS通讯故障,2,,,
,na,70,单体电池放电过温1级报警,1,,,
,na,71,单体电池放电过温2级报警,2,,,
,na,72,单体电池放电过温3级报警,3,,,
,na,73,单体电池放电欠温1级报警,1,,,
,na,74,单体电池放电欠温2级报警,2,,,
,na,75,单体电池放电欠温3级报警,3,,,
,na,76,SOC过高1级告警,1,,,
,na,77,SOC过高2级告警,1,,,
,na,78,SOC过高3级告警,1,,,
,na,79,温升快报警1级报警,1,,,
,na,80,温升快报警2级报警,2,,,
,na,81,温升快报警3级报警,3,,,
,na,82,预充失败,3,,,
,na,83,单体温度采集故障一级告警,1,,,
,na,84,单体温度采集故障二级告警,2,,,
,na,85,从控内温差大1级报警,1,,,
,na,86,从控内温差大2级报警,2,,,
,na,87,从控内温差大3级报警,3,,,
,na,88,从控内压差大1级报警,1,,,
,na,89,从控内压差大2级报警,2,,,
,na,90,从控内压差大3级报警,3,,,
,na,91,从控总压压差大1级报警,1,,,
,na,92,从控总压压差大2级报警,2,,,
,na,93,从控总压压差大3级报警,3,,,
,na,94,DBC使能开启,1,,,
,na,95,菊花链单环故障,1,,,
,na,96,单体电压采集芯片故障,3,,,
,na,97,极柱温度采集故障1级报警,1,,,
,na,98,极柱温度采集故障2级报警,2,,,
,na,99,极柱温度采集故障3级报警,3,,,
,na,100,主控供电过压故障,3,,,
,na,101,主控供电欠压故障,3,,,
,na,102,主控程序运行故障,2,,,
,na,103,从控程序运行故障,2,,,
,na,104,主控EEPROM故障,1,,,
,na,105,主控Flash故障,1,,,
,na,106,从控EEPROM故障,1,,,
,na,107,单体电压不刷新,2,,,
,na,108,AFE供电故障,1,,,
,na,109,主控12V输出电压故障,1,,,
,na,110,主控RTC故障,1,,,
,na,111,CAB500故障,3,,,
,na,112,模拟量霍尔故障,3,,,
,na,113,电池总压检测电路故障,2,,,
,na,114,电池负载侧电压检测电路故障,2,,,
,na,115,绝缘电路故障,2,,,
,na,116,SOC跳变故障,1,,,
,na,117,充放电回路连接铜排虚接,3,,,
,na,118,单体热失控预警,3,,,
,na,119,极柱温差大1级报警,1,,,
,na,120,极柱温差大2级报警,2,,,
,na,121,极柱温差大3级报警,3,,,
