序号,功能码,地址,名字,数据类型,倍率,偏移,单位
1,3,0,氢气浓度,FLOAT,100.0,0.0,%LEL
2,3,1,小数点,INT,1.0,0.0,
3,3,2,单位,INT,1.0,0.0,
4,3,3,有效性,INT,1.0,0.0,
5,3,4,报警状态,INT,1.0,0.0,
6,na,0,氢气浓度报警,2,,,
